🕘️更新时间,#genre#
三沙卫视,http://45.192.97.170:8880/play/488.m3u8

LN-酒店,#genre#

咪-视-通,#genre#
睛彩竞技,http://45.192.97.170:8880/play/634.m3u8
睛彩竞技,http://45.192.97.170:8880/play/593.m3u8
睛彩篮球,http://45.192.97.170:8880/play/635.m3u8
睛彩篮球,http://45.192.97.170:8880/play/594.m3u8
睛彩青少,http://45.192.97.170:8880/play/636.m3u8
睛彩广场舞,http://45.192.97.170:8880/play/637.m3u8
咪视频-1,http://45.192.97.170:8880/play/638.m3u8
咪视频-2,http://45.192.97.170:8880/play/639.m3u8
咪视频-3,http://45.192.97.170:8880/play/640.m3u8
咪视频-4,http://45.192.97.170:8880/play/641.m3u8
咪视频-5,http://45.192.97.170:8880/play/642.m3u8
咪视频-6,http://45.192.97.170:8880/play/643.m3u8
咪视频-7,http://45.192.97.170:8880/play/644.m3u8
咪视频-8,http://45.192.97.170:8880/play/645.m3u8
咪视频-9,http://45.192.97.170:8880/play/646.m3u8
咪视频-10,http://45.192.97.170:8880/play/647.m3u8
咪视频-11,http://45.192.97.170:8880/play/648.m3u8
咪视频-12,http://45.192.97.170:8880/play/649.m3u8
咪视频-13,http://45.192.97.170:8880/play/650.m3u8
咪视频-14,http://45.192.97.170:8880/play/651.m3u8
咪视频-15,http://45.192.97.170:8880/play/652.m3u8
咪视频-16,http://45.192.97.170:8880/play/653.m3u8
咪视频-24,http://45.192.97.170:8880/play/654.m3u8
咪视频-25,http://45.192.97.170:8880/play/655.m3u8
咪视频-26,http://45.192.97.170:8880/play/656.m3u8
咪视频-27,http://45.192.97.170:8880/play/657.m3u8
咪视频-28,http://45.192.97.170:8880/play/658.m3u8
咪视频-29,http://45.192.97.170:8880/play/659.m3u8
咪视频-30,http://45.192.97.170:8880/play/660.m3u8
咪视频-31,http://45.192.97.170:8880/play/661.m3u8
咪视频-32,http://45.192.97.170:8880/play/662.m3u8
咪视频-33,http://45.192.97.170:8880/play/663.m3u8
咪视频-34,http://45.192.97.170:8880/play/664.m3u8
咪视频-35,http://45.192.97.170:8880/play/665.m3u8
咪视频-36,http://45.192.97.170:8880/play/666.m3u8
咪视频-37,http://45.192.97.170:8880/play/667.m3u8
咪视频-38,http://45.192.97.170:8880/play/668.m3u8
咪视频-39,http://45.192.97.170:8880/play/669.m3u8
咪视频-40,http://45.192.97.170:8880/play/670.m3u8
咪视频-41,http://45.192.97.170:8880/play/671.m3u8
咪视频-42,http://45.192.97.170:8880/play/672.m3u8
咪视频-43,http://45.192.97.170:8880/play/673.m3u8
咪视频-44,http://45.192.97.170:8880/play/674.m3u8

湾湾频道,#genre#
TVBS新聞,http://45.192.97.170:8880/play/678.m3u8
TVBS新聞,http://45.192.97.170:8880/play/759.m3u8
三立新聞iNEWS,http://45.192.97.170:8880/play/682.m3u8
博斯運動二台,http://45.192.97.170:8880/play/694.m3u8
寰宇新聞台,http://45.192.97.170:8880/play/698.m3u8
寰宇新聞台灣台,http://45.192.97.170:8880/play/699.m3u8
東森新聞台,http://45.192.97.170:8880/play/702.m3u8
民視,http://45.192.97.170:8880/play/761.m3u8
金光布袋戲,http://45.192.97.170:8880/play/717.m3u8

風-雲-TV,#genre#
廣東衛視,http://45.192.97.170:8880/play/728.m3u8
廣東體育,http://45.192.97.170:8880/play/730.m3u8
江蘇衛視,http://45.192.97.170:8880/play/733.m3u8
智林體育,http://45.192.97.170:8880/play/740.m3u8
鳳凰中文,http://45.192.97.170:8880/play/812.m3u8
鳳凰中文,http://45.192.97.170:8880/play/743.m3u8
TVB黃金華劇,http://45.192.97.170:8880/play/744.m3u8
TVB翡翠(馬來),http://45.192.97.170:8880/play/745.m3u8
TVB明珠,http://45.192.97.170:8880/play/746.m3u8
TVBJ1,http://45.192.97.170:8880/play/747.m3u8
TVB1,http://45.192.97.170:8880/play/831.m3u8
HOY77,http://45.192.97.170:8880/play/750.m3u8
TVB-獎門人,http://45.192.97.170:8880/play/751.m3u8
TVB-金曲,http://45.192.97.170:8880/play/752.m3u8
RTHK31,http://45.192.97.170:8880/play/753.m3u8
TVB娛樂新聞,http://45.192.97.170:8880/play/754.m3u8
MYTV黃金翡翠,http://45.192.97.170:8880/play/755.m3u8
TVB翡翠劇集,http://45.192.97.170:8880/play/756.m3u8
非凡新聞,http://45.192.97.170:8880/play/760.m3u8

香港港台,#genre#
翡翠台,http://45.192.97.170:8880/play/817.m3u8
翡翠台,http://45.192.97.170:8880/play/785.m3u8
TVB PLUS,http://45.192.97.170:8880/play/786.m3u8
明珠台,http://45.192.97.170:8880/play/787.m3u8
VIUTV,http://45.192.97.170:8880/play/850.m3u8
TVB星河,http://45.192.97.170:8880/play/790.m3u8
TVB星河,http://45.192.97.170:8880/play/836.m3u8
TVB星河,http://45.192.97.170:8880/play/822.m3u8
千禧经典台,http://45.192.97.170:8880/play/839.m3u8
千禧经典台,http://45.192.97.170:8880/play/792.m3u8
天映频道,http://45.192.97.170:8880/play/793.m3u8
天映经典频道,http://45.192.97.170:8880/play/794.m3u8
ASTROAOD,http://45.192.97.170:8880/play/795.m3u8
ASTROAEC,http://45.192.97.170:8880/play/796.m3u8
ASTRO欢喜台,http://45.192.97.170:8880/play/797.m3u8
IQIYI,http://45.192.97.170:8880/play/843.m3u8
IQIYI,http://45.192.97.170:8880/play/798.m3u8
天映经典,http://45.192.97.170:8880/play/838.m3u8

mytv频道,#genre#
凤凰资讯,http://45.192.97.170:8880/play/813.m3u8
凤凰香港,http://45.192.97.170:8880/play/814.m3u8
无线新闻台,http://45.192.97.170:8880/play/816.m3u8
华丽翡翠台,http://45.192.97.170:8880/play/818.m3u8
华丽翡翠台,http://45.192.97.170:8880/play/830.m3u8
TVB Plus,http://45.192.97.170:8880/play/819.m3u8
澳视澳门,http://45.192.97.170:8880/play/825.m3u8
澳视澳门,http://45.192.97.170:8880/play/820.m3u8

港湾频道,#genre#
澳视卫星,http://45.192.97.170:8880/play/826.m3u8
澳门体育,http://45.192.97.170:8880/play/827.m3u8
澳门综艺,http://45.192.97.170:8880/play/828.m3u8
澳门莲花,http://45.192.97.170:8880/play/829.m3u8
TVBJ,http://45.192.97.170:8880/play/832.m3u8
TVB翡翠剧集台,http://45.192.97.170:8880/play/833.m3u8
TVB亚洲武侠,http://45.192.97.170:8880/play/834.m3u8
娱乐新闻台,http://45.192.97.170:8880/play/835.m3u8
ASTRO AOD,http://45.192.97.170:8880/play/840.m3u8
ASTRO AEC,http://45.192.97.170:8880/play/841.m3u8
ASTRO 欢喜台,http://45.192.97.170:8880/play/842.m3u8
八度空间,http://45.192.97.170:8880/play/844.m3u8
CHANNEL 5,http://45.192.97.170:8880/play/845.m3u8
CHANNEL 8,http://45.192.97.170:8880/play/846.m3u8
NOW新闻台,http://45.192.97.170:8880/play/849.m3u8
龙华电影,http://45.192.97.170:8880/play/851.m3u8
龙华戏剧,http://45.192.97.170:8880/play/852.m3u8
龙华日韩,http://45.192.97.170:8880/play/853.m3u8
龙华偶像,http://45.192.97.170:8880/play/854.m3u8
龙华经典,http://45.192.97.170:8880/play/855.m3u8
邵氏电影,http://45.192.97.170:8880/play/856.m3u8
邵氏武侠,http://45.192.97.170:8880/play/857.m3u8
邵氏动作,http://45.192.97.170:8880/play/858.m3u8
邵氏喜剧,http://45.192.97.170:8880/play/859.m3u8

精彩-YY,#genre#
武林外传,http://45.192.97.170:8880/play/5190.m3u8

斗鱼影视,#genre#
斗鱼港剧,http://45.192.97.170:8880/play/1450.m3u8
橙记港剧,http://45.192.97.170:8880/play/1451.m3u8
经典剧集,http://45.192.97.170:8880/play/1452.m3u8

电影轮播,#genre#
短剧陈翔六点半,http://45.192.97.170:8880/play/1455.m3u8
短剧人生回答机本机,http://45.192.97.170:8880/play/1456.m3u8
短剧郑云工作室,http://45.192.97.170:8880/play/1457.m3u8
短剧王Li差点红,http://45.192.97.170:8880/play/1458.m3u8
短剧不思异剧场,http://45.192.97.170:8880/play/1459.m3u8
埋堆堆封神榜,http://45.192.97.170:8880/play/1461.m3u8
埋堆堆扫黄先锋,http://45.192.97.170:8880/play/1465.m3u8
埋堆堆野蛮亲家,http://45.192.97.170:8880/play/1467.m3u8
周星驰专场,http://45.192.97.170:8880/play/1471.m3u8
甄子丹专场,http://45.192.97.170:8880/play/1475.m3u8
黄渤专场,http://45.192.97.170:8880/play/1477.m3u8
古天乐专场,http://45.192.97.170:8880/play/1480.m3u8
王晶专场,http://45.192.97.170:8880/play/1481.m3u8
吴京专场,http://45.192.97.170:8880/play/1482.m3u8
洪金宝专场,http://45.192.97.170:8880/play/1483.m3u8
邓超专场,http://45.192.97.170:8880/play/1486.m3u8
张卫健专场,http://45.192.97.170:8880/play/1488.m3u8
陈小春专场,http://45.192.97.170:8880/play/1490.m3u8
陆小凤专场,http://45.192.97.170:8880/play/1493.m3u8
斯坦森专场,http://45.192.97.170:8880/play/1495.m3u8
马东锡专场,http://45.192.97.170:8880/play/1496.m3u8
灾难片系列,http://45.192.97.170:8880/play/1497.m3u8
贺岁片系列,http://45.192.97.170:8880/play/1498.m3u8
科幻片系列,http://45.192.97.170:8880/play/1499.m3u8
怪兽片系列,http://45.192.97.170:8880/play/1501.m3u8
战争片系列,http://45.192.97.170:8880/play/1502.m3u8
动作片系列,http://45.192.97.170:8880/play/1505.m3u8
盗墓片系列,http://45.192.97.170:8880/play/1510.m3u8
喜剧片系列,http://45.192.97.170:8880/play/1513.m3u8
枪战片系列,http://45.192.97.170:8880/play/1515.m3u8
星球片系列,http://45.192.97.170:8880/play/1518.m3u8
校园片系列,http://45.192.97.170:8880/play/1519.m3u8
动画片系列,http://45.192.97.170:8880/play/1522.m3u8
印度片系列,http://45.192.97.170:8880/play/1531.m3u8
热门片系列,http://45.192.97.170:8880/play/1532.m3u8
探案剧专区,http://45.192.97.170:8880/play/1535.m3u8
经典剧专区,http://45.192.97.170:8880/play/1539.m3u8

儿童动漫,#genre#
名侦探柯南,http://45.192.97.170:8880/play/1557.m3u8
神奇宝贝,http://45.192.97.170:8880/play/1561.m3u8
宫崎骏,http://45.192.97.170:8880/play/1563.m3u8
黑子的篮球,http://45.192.97.170:8880/play/1565.m3u8
全职高手,http://45.192.97.170:8880/play/1574.m3u8
魔法少女,http://45.192.97.170:8880/play/1577.m3u8
玩具总动员,http://45.192.97.170:8880/play/1583.m3u8
足球小将,http://45.192.97.170:8880/play/1601.m3u8
虫师,http://45.192.97.170:8880/play/1603.m3u8

央视电信,#genre#

江苏移动,#genre#

广西移动1,#genre#

广西移动2,#genre#

广东联通(内),#genre#

河北移动(内),#genre#

河南移动专线,#genre#
CGTN西语,http://45.192.97.170:8880/play/6354.m3u8
CGTN阿语,http://45.192.97.170:8880/play/6355.m3u8

四川移动,#genre#

辽宁移动(内),#genre#

辽宁联通(内),#genre#

辽宁电信(内),#genre#
CGTN纪录,http://45.192.97.170:8880/play/6353.m3u8

山东移动,#genre#
山东交通广播,http://45.192.97.170:8880/play/5897.m3u8
山东经济广播,http://45.192.97.170:8880/play/5724.m3u8
山东经济广播,http://45.192.97.170:8880/play/5899.m3u8

北京移动,#genre#

贵州移动,#genre#

斗鱼OK影视,#genre#

虎牙OK影视,#genre#

🀅吉林地方,#genre#

🀅黑龙江地方,#genre#

🀅河南地方,#genre#

🀅河北地方,#genre#

🀅江苏地方,#genre#
苏州综合,http://45.192.97.170:8880/play/5085.m3u8
苏州经济,http://45.192.97.170:8880/play/5086.m3u8
苏州生活,http://45.192.97.170:8880/play/5087.m3u8
苏州娱乐,http://45.192.97.170:8880/play/5088.m3u8
苏州资讯,http://45.192.97.170:8880/play/5089.m3u8
苏州4K台,http://45.192.97.170:8880/play/5090.m3u8
镇江综合,http://45.192.97.170:8880/play/5091.m3u8
镇江民生,http://45.192.97.170:8880/play/5092.m3u8
宜兴综合,http://45.192.97.170:8880/play/5100.m3u8

🀅浙江地方,#genre#
浙江龙游新闻综合,http://45.192.97.170:8880/play/5110.m3u8
浙江开化国家公园,http://45.192.97.170:8880/play/5112.m3u8

🀅海南地方,#genre#

🀅湖北地方,#genre#

🀅广东地方,#genre#
广州新闻,http://45.192.97.170:8880/play/5132.m3u8
广州南国,http://45.192.97.170:8880/play/5133.m3u8

🀅四川地方,#genre#

🀅内蒙地方,#genre#
呼和浩特新闻综合,http://45.192.97.170:8880/play/5145.m3u8
包头新闻综合,http://45.192.97.170:8880/play/5146.m3u8
鄂尔多斯新闻综合,http://45.192.97.170:8880/play/5148.m3u8
鄂尔多斯蒙语综合,http://45.192.97.170:8880/play/5149.m3u8
乌兰察布新闻综合,http://45.192.97.170:8880/play/5151.m3u8
巴彦淖尔新闻综合,http://45.192.97.170:8880/play/5153.m3u8
阿拉善新闻综合,http://45.192.97.170:8880/play/5154.m3u8
通辽新闻综合,http://45.192.97.170:8880/play/5155.m3u8
乌海新闻综合,http://45.192.97.170:8880/play/5156.m3u8
兴安盟新闻综合,http://45.192.97.170:8880/play/5157.m3u8
锡林郭勒综合,http://45.192.97.170:8880/play/5158.m3u8

每日电影,#genre#

🎦经典电影,#genre#
新天龙八部之天山童姥,http://45.192.97.170:8880/play/5184.m3u8
镖行天下之牡丹阁,http://45.192.97.170:8880/play/5185.m3u8
叶问：终极一战,http://45.192.97.170:8880/play/5186.m3u8
消失的凶手,http://45.192.97.170:8880/play/5187.m3u8
绝代双骄,http://45.192.97.170:8880/play/5189.m3u8
新上海滩,http://45.192.97.170:8880/play/5191.m3u8
建党伟业,http://45.192.97.170:8880/play/5193.m3u8
红高粱,http://45.192.97.170:8880/play/5195.m3u8
长安道,http://45.192.97.170:8880/play/5197.m3u8
芙蓉镇,http://45.192.97.170:8880/play/5198.m3u8
战狼,http://45.192.97.170:8880/play/5199.m3u8

🆗爱广场舞,#genre#
爱火,http://45.192.97.170:8880/play/5202.m3u8
白头到老不分离,http://45.192.97.170:8880/play/5210.m3u8
表白,http://45.192.97.170:8880/play/5211.m3u8
别让我等候,http://45.192.97.170:8880/play/5212.m3u8
茶山情歌,http://45.192.97.170:8880/play/5223.m3u8
潮湿的心,http://45.192.97.170:8880/play/5224.m3u8
错过缘分错过你,http://45.192.97.170:8880/play/5227.m3u8
都说,http://45.192.97.170:8880/play/5495.m3u8
都说,http://45.192.97.170:8880/play/5235.m3u8
高山青,http://45.192.97.170:8880/play/5243.m3u8
回家的路,http://45.192.97.170:8880/play/5259.m3u8
寂寞沙洲冷,http://45.192.97.170:8880/play/5262.m3u8
剑魂,http://45.192.97.170:8880/play/5265.m3u8
江南梦,http://45.192.97.170:8880/play/5266.m3u8
究竟是为了什么,http://45.192.97.170:8880/play/5270.m3u8
酒醉的蝴蝶,http://45.192.97.170:8880/play/5273.m3u8
浪迹天涯,http://45.192.97.170:8880/play/5282.m3u8
两个世界,http://45.192.97.170:8880/play/5440.m3u8
流泪的飞蛾,http://45.192.97.170:8880/play/5285.m3u8
你的万水千山,http://45.192.97.170:8880/play/5292.m3u8
你是我的小苹果,http://45.192.97.170:8880/play/5296.m3u8
你在家乡还好吗,http://45.192.97.170:8880/play/5300.m3u8
青青河边草,http://45.192.97.170:8880/play/5303.m3u8
神仙姑娘,http://45.192.97.170:8880/play/5314.m3u8
天若有情,http://45.192.97.170:8880/play/5509.m3u8
问自己,http://45.192.97.170:8880/play/5340.m3u8
我的妹妹你真美,http://45.192.97.170:8880/play/5342.m3u8
我只想告诉你,http://45.192.97.170:8880/play/5350.m3u8
相思,http://45.192.97.170:8880/play/5351.m3u8
小酒娘,http://45.192.97.170:8880/play/5361.m3u8
野花香,http://45.192.97.170:8880/play/5374.m3u8
转身不必说再会,http://45.192.97.170:8880/play/5391.m3u8
最美不过你的笑,http://45.192.97.170:8880/play/5397.m3u8

🆗-音乐吧-,#genre#
汪明荃30首经典,http://45.192.97.170:8880/play/5401.m3u8
梅朵40首经典,http://45.192.97.170:8880/play/5402.m3u8
张茜42首经典,http://45.192.97.170:8880/play/5403.m3u8
甄妮40首经典,http://45.192.97.170:8880/play/5404.m3u8
金海心38首经典,http://45.192.97.170:8880/play/5406.m3u8
毛阿敏40首经典,http://45.192.97.170:8880/play/5407.m3u8
李翊君20首经典,http://45.192.97.170:8880/play/5408.m3u8
许蒿30首经典,http://45.192.97.170:8880/play/5409.m3u8
张杰40首经典,http://45.192.97.170:8880/play/5410.m3u8
林俊杰31首经典,http://45.192.97.170:8880/play/5412.m3u8
陈慧娴30首经典,http://45.192.97.170:8880/play/5413.m3u8
王力宏16首经典,http://45.192.97.170:8880/play/5414.m3u8
林忆莲30首经典,http://45.192.97.170:8880/play/5415.m3u8
腾格尔30首经典,http://45.192.97.170:8880/play/5416.m3u8
汤潮40首经典,http://45.192.97.170:8880/play/5417.m3u8
冷漠40首经典,http://45.192.97.170:8880/play/5419.m3u8
梦然40首经典,http://45.192.97.170:8880/play/5420.m3u8
卓依婷40首经典,http://45.192.97.170:8880/play/5421.m3u8
姜育恒40首经典,http://45.192.97.170:8880/play/5422.m3u8
童安格40首经典,http://45.192.97.170:8880/play/5423.m3u8
魏佳艺40首经典,http://45.192.97.170:8880/play/5424.m3u8
刘若英42首经典,http://45.192.97.170:8880/play/5425.m3u8
云朵40首经典,http://45.192.97.170:8880/play/5426.m3u8
乔玲儿42首经典,http://45.192.97.170:8880/play/5427.m3u8
云菲菲40首经典,http://45.192.97.170:8880/play/5428.m3u8
陈瑞36首经典,http://45.192.97.170:8880/play/5429.m3u8
任贤齐36首经典,http://45.192.97.170:8880/play/5431.m3u8

🆗热门歌曲,#genre#
烟雨人间,http://45.192.97.170:8880/play/5432.m3u8
阿果吉曲,http://45.192.97.170:8880/play/5433.m3u8
阿果吉曲,http://45.192.97.170:8880/play/5434.m3u8
人生如歌,http://45.192.97.170:8880/play/5436.m3u8
孤独的王,http://45.192.97.170:8880/play/5437.m3u8
作酒,http://45.192.97.170:8880/play/5438.m3u8
逃之夭夭,http://45.192.97.170:8880/play/5439.m3u8
闽南语歌曲,http://45.192.97.170:8880/play/5441.m3u8
阿衣莫,http://45.192.97.170:8880/play/5442.m3u8
☆泡沫,http://45.192.97.170:8880/play/5443.m3u8
☆或者累,http://45.192.97.170:8880/play/5444.m3u8
☆好想抱着你,http://45.192.97.170:8880/play/5445.m3u8
☆我会等,http://45.192.97.170:8880/play/5446.m3u8
☆吻得太逼真,http://45.192.97.170:8880/play/5447.m3u8
☆忘川彼岸,http://45.192.97.170:8880/play/5448.m3u8
☆晚风心里吹,http://45.192.97.170:8880/play/5449.m3u8
☆天若有情,http://45.192.97.170:8880/play/5450.m3u8
☆她会魔法吧,http://45.192.97.170:8880/play/5451.m3u8
☆如愿,http://45.192.97.170:8880/play/5452.m3u8
☆木偶戏,http://45.192.97.170:8880/play/5453.m3u8
☆剑魂,http://45.192.97.170:8880/play/5454.m3u8
☆桃花诺,http://45.192.97.170:8880/play/5455.m3u8
☆作酒,http://45.192.97.170:8880/play/5456.m3u8
☆下个路口见,http://45.192.97.170:8880/play/5457.m3u8
☆我在广州等你,http://45.192.97.170:8880/play/5458.m3u8
☆不再联系,http://45.192.97.170:8880/play/5459.m3u8
☆斑马斑马,http://45.192.97.170:8880/play/5460.m3u8
☆卜卦,http://45.192.97.170:8880/play/5461.m3u8
☆一笑江湖,http://45.192.97.170:8880/play/5462.m3u8
☆爱不得忘不得,http://45.192.97.170:8880/play/5463.m3u8
☆难忘,http://45.192.97.170:8880/play/5464.m3u8
☆虞美人,http://45.192.97.170:8880/play/5465.m3u8
☆人生何处不相逢,http://45.192.97.170:8880/play/5466.m3u8
☆我曾用心爱着你,http://45.192.97.170:8880/play/5467.m3u8
☆忘了,http://45.192.97.170:8880/play/5468.m3u8
☆西域美女,http://45.192.97.170:8880/play/5469.m3u8
☆越南神曲,http://45.192.97.170:8880/play/5470.m3u8
☆错位时空,http://45.192.97.170:8880/play/5471.m3u8
☆可不可以,http://45.192.97.170:8880/play/5472.m3u8
☆女孩,http://45.192.97.170:8880/play/5473.m3u8
☆真的爱你,http://45.192.97.170:8880/play/5474.m3u8
☆嘉宾,http://45.192.97.170:8880/play/5475.m3u8
☆若把你,http://45.192.97.170:8880/play/5476.m3u8
☆你的样子,http://45.192.97.170:8880/play/5477.m3u8
☆合适,http://45.192.97.170:8880/play/5478.m3u8
☆很好听dj,http://45.192.97.170:8880/play/5479.m3u8
☆护花使者,http://45.192.97.170:8880/play/5480.m3u8
☆月亮不曾奔我来,http://45.192.97.170:8880/play/5481.m3u8
☆特别的爱给特别的你,http://45.192.97.170:8880/play/5482.m3u8
☆笼子,http://45.192.97.170:8880/play/5483.m3u8
☆念平生,http://45.192.97.170:8880/play/5484.m3u8
☆听,http://45.192.97.170:8880/play/5485.m3u8
☆灵魂习惯,http://45.192.97.170:8880/play/5486.m3u8
☆做酒,http://45.192.97.170:8880/play/5487.m3u8
☆燕无歇,http://45.192.97.170:8880/play/5488.m3u8
☆无哥骷,http://45.192.97.170:8880/play/5489.m3u8
☆来迟,http://45.192.97.170:8880/play/5490.m3u8
☆向云端,http://45.192.97.170:8880/play/5491.m3u8
难却,http://45.192.97.170:8880/play/5493.m3u8
旧梦一场,http://45.192.97.170:8880/play/5494.m3u8
当我取过她,http://45.192.97.170:8880/play/5496.m3u8
此生过半,http://45.192.97.170:8880/play/5497.m3u8
38度6,http://45.192.97.170:8880/play/5498.m3u8
言不由衷,http://45.192.97.170:8880/play/5499.m3u8
我的心太乱,http://45.192.97.170:8880/play/5500.m3u8
